DOT_Number,Company_Name,DBA_Name,Representative_Name,Representative_Title,Phone,Email,Street_Address,City,State,Zip_Code,Current_Insurance_Carrier,Policy_Expiration_Date,Insurance_Amount_On_File,Fleet_Size,Number_of_Drivers,Operation_Type,Entity_Type
1913887,"IS TRAN INC","","MARK RAJKO",Representative,"(440) 585-4600",LINCOLNSUNOCO@AOL.COM,,WICKLIFFE,OH,"","FEDERATED MUTUAL INSURANCE CO.",2025-08-01,1000000.0,5,0,,""
392874,"KLINGSHIRN & SONS TRUCKING INC","",,,9373385000,BILLH@KLINGSHIRNANDSONS.COM,,BURKETTSVILLE,OH,"","GREAT WEST CASUALTY CO.",2025-08-01,1000000.0,58,0,,""
3080968,"LBR LOGISTICS LLC","",,,9376814773,KELLEECOLLINS@ROCKETMAIL.COM,,SPRINGBORO,OH,"","NATIONWIDE MUTUAL INSURANCE COMP",2025-08-01,0.0,0,0,,""
3468893,"LOGISTICOR FREIGHT SOLUTIONS","",,,9373075148,DISPATCH@LOGISTICOR.NET,,DAYTON,OH,"","JET INSURANCE COMPANY",2025-08-01,0.0,0,0,,""
1969637,"MANTOR AUTO AND TRUCK REPAIR LLC","",,,9374923500,MANTORAUTO@GMAIL.COM,,SIDNEY,OH,"","DONEGAL MUTUAL INSURANCE COMPANY",2025-08-01,1000000.0,5,0,,""
3727226,"MARK MARVIN HUDAK","HUDAK TRANSPORTATION",,,4193413460,554.HUDAK.M@GMAIL.COM,,"PORT CLINTON",OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-01,1000000.0,1,0,,""
3912348,"MIDOHIO LOGISTICS LLC","",,,6146816649,MIDOHIOLOGISTICSLLC@GMAIL.COM,,COLUMBUS,OH,"","CANAL INSURANCE CO.",2025-08-01,750000.0,3,0,,""
4315706,"NEW ZONE INC","",,,2233220971,NEWZONEINC1@GMAIL.COM,,LOVELAND,OH,"","GEICO MARINE INSURANCE COMPANY",2025-08-01,750000.0,1,0,,""
2142702,"NURI'S TRUCKING LLC","GUARDIAN TRANSPORT",,,2162582452,nuristrucking@gmail.com,,CLEVELAND,OH,"","SENTRY SELECT INSURANCE COMPANY",2025-08-01,750000.0,15,0,,""
1765811,"PATTON'S TOWING INC","",,,4407774070,pattonstmc@mail.com,,"NORTH OLMSTED",OH,"","AMERISURE MUTUAL INSURANCE COMPANY",2025-08-01,1000000.0,10,0,,""
1438436,"PLOGER TRANSPORTATION LLC","",,,4194652100,BWARE@PLOGERTRANS.COM,,NORWALK,OH,"","ARCH INSURANCE COMPANY",2025-08-01,1000000.0,88,0,,""
4338844,"PREBLE COUNTY COUNCIL ON AGING INC","",,,9374564947,atulbee@prebleseniorcenter.org,,EATON,OH,"","SELECTIVE INSURANCE COMPANY OF THE SOUTHEAST",2025-08-01,1500000.0,20,0,,""
3688109,"PREMIER TRUCKING GROUP INC","",,,5134930303,safety@premiertruckinggroup.com,,CINCINNATI,OH,"","BENCHMARK SPECIALTY INSURANCE CO.",2025-08-01,1000000.0,86,0,,""
4232105,"PRIMEPORT EXPRESS LLC","",,,4699896060,PRIMEPORTEXPRESSLLC@gmail.com,,COLUMBUS,OH,"","GEICO GENERAL INSURANCE COMPANY",2025-08-01,750000.0,1,0,,""
4100518,"PRIZE TRUCKING LLC","",,,2166320711,PRIZETRUCKing76@GMAIL.COM,,PARMA,OH,"","GEICO MARINE INSURANCE COMPANY",2025-08-01,750000.0,0,0,,""
282155,"RELAY EXPRESS INC","",,,5138602555,PYLEJ@RELAYEXPRESS.COM,,FAIRFIELD,OH,"","CONCERT SPECIALTY INSURANCE COMPANY",2025-08-01,750000.0,23,0,,""
3438898,"RELIABLE HAULING LLC","",,,3308688141,JLEWIS@RELIABLEHAULINGLLC.COM,,"NEW WATERFORD",OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-01,750000.0,12,0,,""
838180,"RICHARD WOLFE TRUCKING INC","",,,7403922445,HEATHER@RICHARDWOLFETRUCKING.COM,,"MOUNT VERNON",OH,"","BERKLEY NATIONAL INSURANCE COMPANY",2025-08-01,1000000.0,40,0,,""
4437745,"RIVER WARDEN LLC","",,,7404211277,ELDENZ418@GMAIL.COM,,CAMBRIDGE,OH,"","GEICO GENERAL INSURANCE COMPANY",2025-08-01,750000.0,1,0,,""
4265419,"RK DHILLON TRANSPORT LLC","",,,9086256464,RAMESHKUMARRK.RK11@GMAIL.COM,,GALENA,OH,"","EVERSPAN INSURANCE COMPANY",2025-08-01,750000.0,1,0,,""
3289890,"ROAD WARRIOR DELIVERY SERVICE LLC","",,,4129138769,RWDSLLC@HOTMAIL.COM,,YOUNGSTOWN,OH,"","PEKIN INSURANCE CO.",2025-08-01,1000000.0,20,0,,""
434837,"S & T TRUCK AND AUTO SERVICE INC","SILVAN TRUCKING COMPANY OF OHIO",,,6142728163,BGREEK@SILVANTRUCKING.COM,,COLUMBUS,OH,"","CANAL INSURANCE CO.",2025-08-01,750000.0,35,0,,""
4447191,"SATIVE DRIVE LLC","",,,9296202693,AKAKILAGVILAVA@YAHOO.COM,,KENTON,OH,"","GEICO MARINE INSURANCE COMPANY",2025-08-01,750000.0,1,0,,""
1302519,"SPRINGFIELD CARTAGE LLC","","NELLO ADDUCCHIO",Representative,"(937) 222-2120",ERIC@SPRINGFIELDCARTAGE.US,,DAYTON,OH,"","NORTHLAND INSURANCE COMPANY",2025-08-01,750000.0,8,0,,""
4425373,"TEKSAGES LIMITED","",,,8022996317,WAASIWOLVES@GMAIL.COM,,MIAMISBURG,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-01,300000.0,0,0,,""
389839,"THE EXPEDITING CO INC","",,,9378901524,"",,VANDALIA,OH,"","ARCH INSURANCE COMPANY",2025-08-01,1000000.0,86,0,,""
3659756,"TIMBO TRANSPORTATION LLC","",,,5719820250,TIMBOTRANSPORTATION@GMAIL.COM,,WESTERVILLE,OH,"","GEICO MARINE INSURANCE COMPANY",2025-08-01,750000.0,2,0,,""
4115094,"TIMO TRUCKING LINE INC","",,,8596847099,TEAM@TIMOTRUCKLINE.COM,,READING,OH,"","SOUTHLAKE SPECIALTY INSURANCE COMPANY",2025-08-01,750000.0,3,0,,""
902993,"TMX INC","",,,4197711270,ED.RUHE@TMXINC.NET,,"VAN WERT",OH,"","ARCH INSURANCE COMPANY",2025-08-01,1000000.0,30,0,,""
2313387,"TRANS ALLIANCE LLC","",,,9375488400,cory@TRANSALLIANCEONLINE.COM,,GREENVILLE,OH,"","ARCH INSURANCE COMPANY",2025-08-01,1000000.0,62,0,,""
3149903,"TRIDENT LOGISTIC INC","",,,7023287016,SANDIPSARJA@GMAIL.COM,,"BROOK PARK",OH,"","GREAT WEST CASUALTY CO.",2025-08-01,1000000.0,1,0,,""
3602277,"UNION TRANS INC","",,,3107810550,JONASLIEV90@GMAIL.COM,,CINCINNATI,OH,"","PRIME INSURANCE COMPANY",2025-08-01,1000000.0,22,0,,""
4084922,"UNITY EXPRESS CORP","",,,9718083008,UNITYEXPRESSCORP23@GMAIL.COM,,HAMILTON,OH,"","MOTOR TRANSPORT MUTUAL RRG INC",2025-08-01,750000.0,5,0,,""
3912583,"W&VLOGISTICS LLC","",,,9293304839,WVLOGISTICS12@GMAIL.COM,,MIDDLETOWN,OH,"","EVERSPAN INSURANCE COMPANY",2025-08-01,750000.0,1,0,,""
434178,"WAGNER FARMS INC","",,,4192883834,wagnerfarms@yahoo.com,,WAYNE,OH,"","UPLAND SPECIALTY INSURANCE COMPANY",2025-08-01,2000000.0,5,0,,""
4423846,"WITTMEYER CRATE AND BOX LOGISTICS LLC","",,,5135780601,JOELWITTMEYER17@GMAIL.COM,,CINCINNATI,OH,"","NATIONAL INDEMNITY COMPANY",2025-08-01,750000.0,1,0,,""
3299569,"ZIPPY CARRIERS LLC","ZIPPY CARRIERS",,,3307928979,KCULPER11@GMAIL.COM,,AKRON,OH,"","PEKIN INSURANCE CO.",2025-08-01,1000000.0,1,0,,""
3163061,"AG EXPEDITED LLC","",,,"",ilia.agexpedited@gmail.com,,"NORTH ROYALTON",OH,"","GEICO MARINE INSURANCE COMPANY",2025-08-02,750000.0,0,0,,""
4441308,"AMMS EXPRESS LLC","",,,9377905901,AMMSEXPRESS@GMAIL.COM,,DAYTON,OH,"","GEICO MARINE INSURANCE COMPANY",2025-08-02,750000.0,1,0,,""
4028748,"CAREY'S HAULING SERVICE LLC","",,,6146079357,MIKE_CAREY82@YAHOO.COM,,REYNOLDSBURG,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-02,750000.0,1,0,,""
2789677,"DAYTON LOGISTICS SERVICES LLC",DLS,,,9375540052,DLSDISPATCH2015@GMAIL.COM,,DAYTON,OH,"","DB INSURANCE CO., LTD (U.S.BRANCH)",2025-08-02,750000.0,7,0,,""
2632525,"HAYER BROS TRUCKING LLC","",,,9376747182,HAYERHARJINDER@YAHOO.COM,,MIAMISBURG,OH,"","NORTHLAND INSURANCE COMPANY",2025-08-02,750000.0,1,0,,""
3758269,"IVERIA EXPRESS LLC","",,,5134990904,ZURABKURTANIDZE81@GMAIL.COM,,LOVELAND,OH,"","CANAL INSURANCE CO.",2025-08-02,750000.0,6,0,,""
1283035,"JOSEPH A DEVORE","FREESTONE FARMS DEVORES TRUCKING",,,9375492729,JDEVORE617@roadrunner.COM,,"WEST UNION",OH,"","GEICO MARINE INSURANCE COMPANY",2025-08-02,750000.0,5,0,,""
3633438,"NEALS EXPRESS TRUCKING LLC","",,,5134995912,NEALSEXPRESSTRUCKING@GMAIL.COM,,CINCINNATI,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-02,750000.0,1,0,,""
3146252,"QUICKHAULERS LLC","",,,5308676539,QHAULERS@GMAIL.COM,,COLUMBUS,OH,"","GEICO MARINE INSURANCE COMPANY",2025-08-02,750000.0,11,0,,""
3682213,"R16 EXPRESS INC","",,,3476189302,R16EXPRESS@GMAIL.COM,,HAMILTON,OH,"","MS TRANSVERSE INSURANCE COMPANY",2025-08-02,750000.0,47,0,,""
3434573,"SUN WAY EXPRESS LLC","",,,6896889562,Sunwayexpressllc@gmail.com,,ASHLAND,OH,"","GEICO MARINE INSURANCE COMPANY",2025-08-02,1000000.0,5,0,,""
2145104,"SWAIN EXPRESS INC","",,,3303365114,"",,WADSWORTH,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-02,1000000.0,1,0,,""
3501401,"TAKAR LLC","",,,6149291480,TAKAR3723@GMAIL.COM,,COLUMBUS,OH,"","CONCERT SPECIALTY INSURANCE COMPANY",2025-08-02,750000.0,18,0,,""
3150159,"THE GREEN MILE TRANSPORTATION INC","",,,3473305011,THEGREENMILE12@GMAIL.COM,,MIAMISBURG,OH,"","GEICO MARINE INSURANCE COMPANY",2025-08-02,750000.0,3,0,,""
4443993,"VAN EXPRESS TRANSPORT LLC",NONE,,,6146808481,MARVIDAL2497@YAHOO.COM,,COLUMBUS,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-02,300000.0,1,0,,""
3870354,"YNS TRUCKING LLC","",,,9379999778,YNSTRUCKINGLLC@GMAIL.COM,,DAYTON,OH,"","GEICO MARINE INSURANCE COMPANY",2025-08-02,750000.0,2,0,,""
3433934,"DEWALT LOGISTICS LLC","",,,3304958369,NICK@ADVANCEDFULFILLMENTSOLUTIONS.COM,,AKRON,OH,"","PEKIN INSURANCE CO.",2025-08-03,1000000.0,26,0,,""
3735720,"DHAKAW LOGISTICS LLC","",,,2064288224,DHAKAWLOGISTICSLLC@GMAIL.COM,,"LEWIS CENTER",OH,"","CANAL INSURANCE CO.",2025-08-03,750000.0,1,0,,""
3926978,"KRISHNA LOGISTICS LLC","",,,5139914500,info@klogistics.llc,,STREETSBORO,OH,"","STATE NATIONALSPECIALTY INSCO/NATIONAL SPECIA",2025-08-03,1000000.0,65,0,,""
4372356,"LOAD CHASING LLC","",,,7404042045,LOADCHASING@GMAIL.COM,,NEWARK,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-03,1000000.0,1,0,,""
3453841,"M R SOLUTIONS LLC","",,,9375082253,michael@mraysolutions.com,,URBANA,OH,"","JET INSURANCE COMPANY",2025-08-03,0.0,0,0,,""
3703109,"MADNI XPRESS LLC","",,,9378382605,MADNIXPRESS@GMAIL.COM,,MIAMISBURG,OH,"","GREAT WEST CASUALTY CO.",2025-08-03,1000000.0,1,0,,""
4278538,"SKYLINE BOX TRANSPORT LLC","",,,2208885678,skylineboxtransport@ICLOUD.COM,,"WEST CHESTER",OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-03,750000.0,1,0,,""
4437386,"303 LOGISTICS LLC","",,,5137766670,PANASHEMADZINGA@GMAIL.COM,,CINCINNATI,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-04,750000.0,1,0,,""
2527421,"ABC TRANSPIRATION LLC","",,,2067781900,EJAJO77@GMAIL.COM,,COLUMBUS,OH,"","EVERSPAN INSURANCE COMPANY",2025-08-04,750000.0,1,0,,""
3139819,"AK TRANS INC","",,,4192352503,aktrans2018inc@gmail.com,,FINDLAY,OH,"","GREAT WEST CASUALTY CO.",2025-08-04,1000000.0,3,0,,""
3404534,"AMAZING LOGISTICS INC","",,,5136796102,AMAZINGEXPRESS2459@GMAIL.COM,,CINCINNATI,OH,"","VANLINER INSURANCE COMPANY",2025-08-04,750000.0,26,0,,""
4271993,"BELLEVUE EXPRESS INC","",,,9297280045,BELLEVUEEXPRESSINC@GMAIL.COM,,LOVELAND,OH,"","A-ONE COMMERCIAL INSURANCE RRG, INC",2025-08-04,750000.0,1,0,,""
4397002,"BIG THREE LOGISTICS LLC",TRANSPORTATION,,,4126083545,BTLOGISTICS2025@GMAIL.COM,,LOVELAND,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-04,750000.0,0,0,,""
3140940,"BLUE SKY CARRIER LLC","",,,6163343779,BLUESKYLLC3850@GMAIL.COM,,COLUMBUS,OH,"","NORTH RIVER INSURANCE CO.",2025-08-04,750000.0,3,0,,""
2912316,"BORON TRUCKING LLC","",,,3303234645,DJBORON@YAHOO.COM,,CANTON,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-04,750000.0,2,0,,""
4403002,"CAS TRANSPORT LLC","",,,4408655471,CORDY.A@OUTLOOK.COM,,ANNA,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-04,750000.0,1,0,,""
1229859,"CLEVELAND SANDERS","CLEVELAND TRUCKING",,,2163375970,cleveland.trucking216@yahoo.com,,CLEVELAND,OH,"","GEICO MARINE INSURANCE COMPANY",2025-08-04,750000.0,1,0,,""
4421389,"DOUBLE DEUCE TRUCKING LLC","",,,7249715824,fredericksracing22r@yahoo.com,,NORTON,OH,"","UNITED FINANCIAL CASUALTY COMPANY",2025-08-04,750000.0,1,0,,""
4395713,"DRM ONLINE LLC","",,,2164010823,MCKENZIE.DONALD96@GMAIL.COM,,REYNOLDSBURG,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-04,750000.0,1,0,,""
4012854,"ECO CARGO INC","",,,6145153386,ECOCARGOCORP@GMAIL.COM,,LONDON,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-04,750000.0,1,0,,""
2908360,"ED'S PARTY BUS LLC","ED'S PARTY BUS",,,5132678886,edspartybus@gmail.com,,HAMILTON,OH,"","NATIONAL INDEMNITY COMPANY",2025-08-04,1500000.0,1,0,,""
3639381,"FIGS TRANSPORTATION LLC","",,,4194550442,figstransportation@gmail.com,,FOSTORIA,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-04,750000.0,1,0,,""
3690011,"HAMIDO TRUCKING LLC","",,,6787074577,AMIDNURA@GMAIL.COM,,BLACKLICK,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-04,750000.0,1,0,,""
3425483,"HOOYO TRUCKING LLC","",,,7405310005,HOOYOTRUCKING1@GMAIL.COM,,COLUMBUS,OH,"","CIRCLE STAR INSURANCE CO., A R R G",2025-08-04,750000.0,4,0,,""
3467067,"I & E TRANSPORT LLC","",,,2166187956,IANDETRANSPORT@OUTLOOK.COM,,CLEVELAND,OH,"","BERKSHIRE HATHAWAY HOMESTATE INSURANCE COMPAN",2025-08-04,750000.0,1,0,,""
3696381,"IRO LOGISTICS LLC","",,,3802099386,IROLOGISTICSLLC@GMAIL.COM,,COLUMBUS,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-04,750000.0,1,0,,""
3357124,"K AND Z LOGISTICS LLC","K AND Z LOGISTICS",,,2035433819,TAGBANAGA2@GMAIL.COM,,COLUMBUS,OH,"","BULLDOG NATIONAL RRG GROUP INC",2025-08-04,750000.0,1,0,,""
3459670,"KASPIAN LOGISTICS LTD","",,,9379070000,OFFICE@KASPIANLOGISTICS.COM,,"TIPP CITY",OH,"","GREAT WEST CASUALTY CO.",2025-08-04,1000000.0,1,0,,""
1253151,"KENNETH KRALJ","TIGER TRUCKING",,,3307189631,kennethkralj@gmail.com,,"NEW MIDDLETOWN",OH,"","GEICO MARINE INSURANCE COMPANY",2025-08-04,750000.0,1,0,,""
4398271,"MATT PENCE TRUCKING LLC","",,,5133124441,MATTPENCETRUCKINGLLC@GMAIL.COM,,HAMILTON,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-04,750000.0,1,0,,""
4122415,"MOREL TRANSPORTATION LLC","",,,5134339861,themoreltransportation@gmail.com,,FAIRFIELD,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-04,300000.0,1,0,,""
3919588,"MUMINOV LLC","",,,4124992178,KMUMINOV06@GMAIL.COM,,BATAVIA,OH,"","UNIVERSAL CASUALTY RISK RETENTION GROUP, INC",2025-08-04,750000.0,4,0,,""
4434933,"NEW MODEL EXPRESS LLC","",,,5753639497,TENDUHKELVIN.BOY@GMAIL.COM,,COLUMBUS,OH,"","GEICO MARINE INSURANCE COMPANY",2025-08-04,750000.0,1,0,,""
3026667,"NEW STAR EXPRESS LLC","",,,5024897105,newstarexpressllc@gmail.com,,COLUMBUS,OH,"","BERKLEY CASUALTY COMPANY",2025-08-04,750000.0,1,0,,""
4443335,"NJB GLOBAL INC","",,,6143712294,NJBGLOBALINC@GMAIL.COM,,COLUMBUS,OH,"","GEICO MARINE INSURANCE COMPANY",2025-08-04,750000.0,1,0,,""
4001243,"POWERFUL INDIVIDUALS NATURALLY GROWING LLC","",,,5132952651,MICHAELRICHARDSON3040@GMAIL.COM,,"BLUE ASH",OH,"","EVERSPAN INSURANCE COMPANY",2025-08-04,750000.0,1,0,,""
4222983,"READY SET LOGISTICS LLC","",,,"",INFO@READYSETLOGISTICSLLC.COM,,"LIBERTY TOWNSHIP",OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-04,1000000.0,1,0,,""
886504,"T & B TRANSPORTATION INC","",,,3304950316,EDBRAUN40@YAHOO.COM,,"EAST CANTON",OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-04,1000000.0,1,0,,""
4436842,"VBB EXPRESS DELIVERIES LLC","",,,9374176132,BRYAN19FARMER15@GMAIL.COM,,SPRINGBORO,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-04,750000.0,1,0,,""
3617649,"1ST SELECTION LLC","",,,2168549725,MICHAELBETTSJR@GMAIL.COM,,CLEVELAND,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-05,750000.0,2,0,,""
3062749,"ALL THE WAY TRUCKING LLC","",,,2168350914,ALLTHEWAYTRUCKING216@YAHOO.COM,,CLEVELAND,OH,"","GEICO MARINE INSURANCE COMPANY",2025-08-05,750000.0,2,0,,""
3285373,"ALLSTATE CARGO INC","",,,5133604974,safety@allstatecargoinc.com,,"WEST CHESTER",OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-05,1000000.0,1,0,,""
4331952,"ALPHA DRIVE SHINE LLC","",,,6146209477,ALPHADRIVESHINE@GMAIL.COM,,COLUMBUS,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-05,750000.0,1,0,,""
4239311,"ARROW TRUCKING SOLUTION LLC","",,,8608196313,ARROWTRUCKING19@YAHOO.COM,,AKRON,OH,"","GEICO MARINE INSURANCE COMPANY",2025-08-05,750000.0,5,0,,""
4377179,"ATAL TRUCKING LLC","",,,5127859025,ATALTRUCKINGLLC@GMAIL.COM,,COLUMBUS,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-05,750000.0,1,0,,""
3453551,"BOBO TRANSPORTATION INC","",,,5132938526,BOBOTRANSPORTATION92@GMAIL.COM,,"WEST CHESTER",OH,"","SOUTHWIND RISK RETENTION GROUP INC",2025-08-05,750000.0,8,0,,""
4424640,"CNR QUALITY TRUCKING COMPANY LLC","",,,2166092501,CNRTRUCKING1120@GMAIL.COM,,"CANAL WINCHESTER",OH,"","GEICO MARINE INSURANCE COMPANY",2025-08-05,750000.0,1,0,,""
4437645,"DISPATCHME TRUCKING INC","",,,9373133826,CEO@DISPATCHME.US,,DAYTON,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-05,750000.0,1,0,,""
4207919,"DL CARGO LLC","",,,7242527460,DIMAWORSHIP@GMAIL.COM,,YOUNGSTOWN,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-05,750000.0,1,0,,""
4447847,"ECHO VALLEY TRANSPORT LLC","",,,3304735709,MERLIN.KURTZ5709@GMAIL.COM,,DUNDEE,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-05,750000.0,1,0,,""
3790558,"EM TEES LLC","",,,9392085005,EMBOXTRUCK2022@GMAIL.COM,,CLEVELAND,OH,"","GEICO GENERAL INSURANCE COMPANY",2025-08-05,750000.0,1,0,,""
4438906,"F&J LOGISTICS GROUP LLP","",,,7867173747,FJLOGISTICSGRUOP@GMAIL.COM,,CINCINNATI,OH,"","GEICO MARINE INSURANCE COMPANY",2025-08-05,750000.0,1,0,,""
4235472,"FLY TEN LLC","",,,8633037992,FLYTENLOGISTIC@GMAIL.COM,,CINCINNATI,OH,"","TRISURA SPECIALTY INSURANCE COMPANY",2025-08-05,750000.0,1,0,,""
3624025,"FRANZ TRUCKING LLC","",,,4194386358,FRANZTRUCKINGLLC@OUTLOOK.COM,,HOLGATE,OH,"","BERKLEY CASUALTY COMPANY",2025-08-05,750000.0,3,0,,""
4301586,"GALAXY MOVES LLC","",,,9292911011,GALAXYMOVESLLC@GMAIL.COM,,PERRYSBURG,OH,"","GEICO MARINE INSURANCE COMPANY",2025-08-05,750000.0,1,0,,""
3437824,"GOOD AS GOLD LOGISTICS LLC","",,,6145960690,goodasgold114@gmail.com,,COLUMBUS,OH,"","SOUTHLAKE SPECIALTY INSURANCE COMPANY",2025-08-05,750000.0,16,0,,""
2239362,"H&W TRANSPORTATION LOGISTICS LLC","",,,9375386255,holly.lenhart@hwcci.com,,HEBRON,OH,"","MERCHANTS BONDING COMPANY ( MUTUAL)",2025-08-05,0.0,0,0,,""
3957215,"HALOL TRANS LLC","",,,6143787005,HALOLTRANS@GMAIL.COM,,MASON,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-05,750000.0,7,0,,""
4271859,"INSTROM TRUCKING INC","",,,3313137974,INSTROMTRUCKING@GMAIL.COM,,FAIRLAWN,OH,"","EVERSPAN INSURANCE COMPANY",2025-08-05,750000.0,1,0,,""
4244902,"JRW TRANSPORT LLC","",,,5179276089,JRWTRANSPORT2024@GMAIL.COM,,COLUMBUS,OH,"","DB INSURANCE CO., LTD (U.S.BRANCH)",2025-08-05,750000.0,1,0,,""
3209576,"JY FARMS & TRUCKING LLC","",,,9375083322,JOEY-YATES15@LIVE.COM,,URBANA,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-05,750000.0,8,0,,""
4250255,"KDR LOGISTICS AND TRANSPORTATION SERVICES INC","KDR LOGISTICS",,,3013439425,KEITH@KDRLOGISTICS.NET,,CLEVELAND,OH,"","GEICO MARINE INSURANCE COMPANY",2025-08-05,750000.0,3,0,,""
4171999,"LM TRANSPORT SOLUTIONS INC","",,,2343514142,LMTRANSPORTSOLUTIONSINC@GMAIL.COM,,"CUYAHOGA FALLS",OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-05,750000.0,3,0,,""
4330440,"MALEX TRANSPORT LLC","",,,4404786197,DISPATCH@MALEXTRANSPORT.COM,,"NORTH ROYALTON",OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-05,750000.0,0,0,,""
4147168,"MAMBA TRANSPORTATION INC","",,,6465464288,MAMBATRANSPORTATIONINC1@GMAIL.COM,,CINCINNATI,OH,"","PLATINUM TRANSPORT INSURANCE RRG, INC",2025-08-05,750000.0,1,0,,""
3652605,"MARS PARCEL LINES NA LLC","",,,6145355234,KAHMED614@GMAIL.COM,,COLUMBUS,OH,"","NORTHLAND INSURANCE COMPANY",2025-08-05,750000.0,1,0,,""
4202126,"MB PROJECT LLC","",,,2166506337,MB.PROJECT36@YAHOO.COM,,CHESTERLAND,OH,"","GEICO MARINE INSURANCE COMPANY",2025-08-05,750000.0,1,0,,""
1820884,"MICHAEL GAIL TOLLE","JT TRUCKING",,,5132609706,jttrucking.dispatch@gmail.com,,PEEBLES,OH,"","SENTRY SELECT INSURANCE COMPANY",2025-08-05,1000000.0,1,0,,""
3646798,"MS TRANS LLC","",,,4195126965,mstransllcshelby@gmail.com,,SHELBY,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-05,750000.0,1,0,,""
4249039,"ONE CALL AWAY TOWING LLC","",,,6147430431,ORTIZ27RICO@GMAIL.COM,,COLUMBUS,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-05,1000000.0,2,0,,""
3411498,"PAN AMERICAN CARGO LLC","PAN AMERICAN CARGO",,,5678328008,PANAMERICANCARGOLLC@GMAIL.COM,,WESTERVILLE,OH,"","STATE NATIONALSPECIALTY INSCO/NATIONAL SPECIA",2025-08-05,1000000.0,106,0,,""
3704687,"POWER HOUSE LOGISTICS LLC","",,,5135809366,JOHNELLIS_3@YAHOO.COM,,CINCINNATI,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-05,750000.0,1,0,,""
2547444,"PRO TRANSPORT SERVICE LLC",PTS,,,8478670454,PROTRANSSERVICELLC@GMAIL.COM,,"BROADVIEW HEIGHTS",OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-05,1000000.0,10,0,,""
4441592,"PROLOGIX CARRIERS CO","",,,3303533320,PROLOGIXCCO@GMAIL.COM,,CANTON,OH,"","MERCHANTS NATIONAL BONDING, INC",2025-08-05,0.0,0,0,,""
3857125,"RIGHT ON TIME LLC","",,,5134424953,Rightontime513@gmail.com,,CINCINNATI,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-05,1000000.0,1,0,,""
4092907,"RLAVINA LLC","",,,6145721864,ROMANLAVINA776@GMAIL.COM,,GALLOWAY,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-05,750000.0,1,0,,""
3359716,"RND EXPRESS LLC","",,,7578499802,RNDEXPRESS01@GMAIL.COM,,"TIPP CITY",OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-05,750000.0,3,0,,""
4295178,"ROCKY RESTORATION LLC","",,,9379520304,JAYSONHALL213@GMAIL.COM,,LOVELAND,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-05,1000000.0,1,0,,""
